ID;Aktywny (0 lub 1);Nazwa;Kategorie (x,y,z...);Cena bez podatku. (netto);ID reguły podatku;Koszt własny;W sprzedaży (0 lub 1);Wartość rabatu;Procent rabatu;Rabat od dnia (rrrr-mm-dd);Rabat do dnia (rrrr-mm-dd);Indeks #;Kod dostawcy;Dostawca;Marka;kod EAN13;Kod kreskowy UPC;MPN;Podatek ekologiczny;Szerokość;Wysokość;Głębokość;Waga;Czas dostawy produktów dostępnych w magazynie:;Czas dostawy wyprzedanych produktów z możliwością rezerwacji:;Ilość;Minimalna ilość;Niski poziom produktów w magazynie;Wyślij do mnie e-mail, gdy ilość jest poniżej tego poziomu;Widoczność;Dodatkowe koszty przesyłki;Jednostka dla ceny za jednostkę;Cena za jednostkę;Podsumowanie;Opis;Tagi (x,y,z...);Meta-tytuł;Słowa kluczowe meta;Opis meta;Przepisany URL;Etykieta, gdy w magazynie;Etykieta kiedy dozwolone ponowne zamówienie;Dostępne do zamówienia (0 = Nie, 1 = Tak);Data dostępności produktu;Data wytworzenia produktu;Pokaż cenę (0 = Nie, 1 = Tak);Adresy URL zdjęcia (x,y,z...);Tekst alternatywny dla zdjęć (x,y,z...);Usuń istniejące zdjęcia (0 = Nie, 1 = Tak);Cecha(Nazwa:Wartość:Pozycja:Indywidualne);Dostępne tylko online (0 = Nie, 1 = Tak);Stan:;Konfigurowalny (0 = Nie, 1 = Tak);Można wgrywać pliki (0 = Nie, 1 = Tak);Pola tekstowe (0 = Nie, 1 = Tak);Akcja kiedy brak na stanie;Wirtualny produkt (0 = No, 1 = Yes);Adres URL pliku;Ilość dozwolonych pobrań;Data wygaśnięcia (rrrr-mm-dd);Liczba dni;ID / Nazwa sklepu;Zaawansowane zarządzanie magazynem;Zależny od stanu magazynowego;Magazyn;Akcesoria (x,y,z...)
103;1;Lampa Wisząca Zappa Anne Lighting;Lampy wiszace;730.89;1;;0;;;;;;;;;;;;;;;;;;;36;1;1;1;both;;;;<dl><dt>Wymiary</dt><dd>53x43cm</dd><dt>Moc</dt><dd>Max 60W</dd><dt>Gwint</dt><dd>E27</dd></dl>;<p>Lampa wisząca Zappa firmy Anne Lighting to kolejna lampa z rodziny Zappa. Jej industrialny charakter sprawi że lampa nadaje się do większości pomieszczeń. Lampa występuje w jednym kolorze.</p><p>Brak żarówki w zestawie.</p><p></p><p>Sprawdź nasze lampy loftowe.</p>;;Meta title-103;Meta keywords-103;Meta description-103;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://cdn2.bylight.waynet.pl/1300-large_default/lampa-zappa.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
104;1;Lampa Wisząca Milstone Anne Lighting;Lampy wiszace;405.69;1;;0;;;;;;;;;;;;;;;;;;;49;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>180cm</dd><dt>Średnica</dt><dd>40cm</dd><dt>Moc</dt><dd>Max 60W</dd><dt>Gwint</dt><dd>E27</dd></dl>;<p>Lampa Wisząca Milestone Anne Lighting to minimalistyczna lampa loftowa idealnie oświetli oraz nada unikalny charakter pomieszczeniu. Lampa wykonana z metalu.</p><p>Czas realizacji zamówienia to około 5 dni roboczych.</p><p>Brak żarówki w zestawie.</p>;;Meta title-104;Meta keywords-104;Meta description-104;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://cdn3.bylight.waynet.pl/1319-large_default/milstone.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
105;1;Lampa Wisząca Oncle Phillipe Anne Lighting;Lampy wiszace;690.24;1;;0;;;;;;;;;;;;;;;;;;;87;1;1;1;both;;;;<dl><dt>Wymiary</dt><dd>50x192cm</dd><dt>Moc</dt><dd>Max 60W</dd><dt>Gwint</dt><dd>E27</dd></dl>;<p>Lampa wisząca Oncle Phillipe firmy Anne Lighting jest inspirowana stylem industrialnym. Jej charakter sprawia, że lampa nadaje się do większości pomieszczeń. Lampa występuje w trzech kolorach.</p><p>Brak żarówki w zestawie.</p><p></p>;;Meta title-105;Meta keywords-105;Meta description-105;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://cdn2.bylight.waynet.pl/1315-large_default/oncle-phillipe.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
106;1;Lampa Wisząca Pulp Fiction Anne Lighting;Lampy wiszace;462.6;1;;0;;;;;;;;;;;;;;;;;;;27;1;1;1;both;;;;<dl><dt>Wymiary</dt><dd>42x49cm</dd><dt>Moc</dt><dd>Max 60W</dd><dt>Gwint</dt><dd>E27</dd></dl>;<p>Lampa Wisząca Pulp Fiction Anne Lighting jest wykonana ze sprasowanego papieru oraz nitowanych dodatków. Idealnie sprawdzi się jako oświetlenie nad stołem.</p><p>Czas realizacji zamówienia to około 5 dni roboczych.</p><p>Brak żarówki w zestawie.</p>;;Meta title-106;Meta keywords-106;Meta description-106;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://cdn2.bylight.waynet.pl/1309-large_default/pulp-fiction.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
107;1;Seletti Monkey Lamp - wisząca;Lampy wiszace;1275.61;1;;0;;;;;;;;;;;;;;;;;;;66;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>54cm</dd><dt>Szerokość</dt><dd>46cm x 27cm</dd><dt>Gwint</dt><dd>E14</dd></dl>;<p>Lampa wisząca "Monkey Lamp" firmy Seletti to unikalna forma połączenia natury z wnętrzem domu. Wyobraźnia projektanta zaowocowała ciekawą formą lampy, która jednocześnie bawi i urozmaica wnętrze dodając mu wyjątkowości.</p><p>Lampa występuje w różnych pozycjach oraz w dwóch kolorach. Wersje Białe są przeznaczone do użytku wewnętrznego. Natomiast Czarne do zewnętrznego.</p><p>W zestawie jest już żarówka LED.</p><p>Czas realizacji około 10 dni roboczych.</p>;;Meta title-107;Meta keywords-107;Meta description-107;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://bylight.waynet.pl/1246-large_default/monkey-lamp-wiszaca.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
108;1;Monkey Lamp Seletti Black - wisząca lampa ogrodowa;Lampy wiszace;1275.61;1;;0;;;;;;;;;;;;;;;;;;;15;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>54cm</dd><dt>Szerokość</dt><dd>46cm x 27cm</dd><dt>Gwint</dt><dd>E14</dd></dl>;<p>Lampa wisząca "Monkey Lamp" firmy Seletti to unikalna forma wzbogacenia ogrodu o nowy motyw zwierzęcy. Wyobraźnia projektanta zaowocowała ciekawą formą lampy, która jednocześnie bawi i urozmaica oświetlenie ogrodu dodając mu wyjątkowości.</p><p>Lampa występuje w różnych pozycjach oraz w dwóch kolorach. Wersje Czarne są przeznaczone do użytku zewnętrznego. Natomiast Białe do wewnętrznego.</p><p>W zestawie jest już żarówka LED.</p><p>Czas realizacji około 10 dni roboczych.</p>;;Meta title-108;Meta keywords-108;Meta description-108;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://cdn2.bylight.waynet.pl/4005-large_default/monkey-lamp-black-wiszaca.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
109;1;Lampa Loft L1 MIDI;Lampy wiszace;283.74;1;;0;;;;;;;;;;;;;;;;;;;26;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>17 cm</dd><dt>Średnica</dt><dd>27 cm</dd><dt>Długość kabla</dt><dd>1,1 m</dd><dt>Moc</dt><dd>max 60W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>Lampa z metalowym kloszem w kształcie talerza perkusyjnego w wersji średniej - M na czarnym przewodzie w oplocie.</p><p>Materiał: metal, mosiądz</p><p>W zestawie nie ma żarówki - zapraszamy do działu żarówki dekoracyjne aby wybrać pożądany model.</p><p>Oprawki mogą nieznacznie różnić się prezentowanych na zdjęciach w zależności od dostępności komponentów.</p><p>Czas realizacji - 7 dni roboczych</p><p>Polecamy również pozostałe lampy loftowe!</p>;;Meta title-109;Meta keywords-109;Meta description-109;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://bylight.waynet.pl/223-large_default/lampa-loft-l1-midi.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
110;1;Lampa Loft L1 BIG;Lampy wiszace;365.04;1;;0;;;;;;;;;;;;;;;;;;;36;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>17 cm</dd><dt>Średnica</dt><dd>36cm</dd><dt>Długość kabla</dt><dd>1,1 m</dd><dt>Moc</dt><dd>max 40W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>Lampa z metalowym kloszem w kształcie talerza perkusyjnego w wersji dużej - XL na czarnym przewodzie w oplocie.</p><p>Materiał: metal, mosiądz</p><p>W zestawie nie ma żarówki - zapraszamy do działu żarówki dekoracyjne aby wybrać pożądany model.</p><p>Oprawki mogą nieznacznie różnić się prezentowanych na zdjęciach w zależności od dostępności komponentów</p><p>Polecamy również pozostałe lampy loftowe!</p>;;Meta title-110;Meta keywords-110;Meta description-110;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://cdn2.bylight.waynet.pl/226-large_default/lampa-loft-l1-big.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
111;1;Lampa Loft L2 - 1 kolor;Lampy wiszace;218.7;1;;0;;;;;;;;;;;;;;;;;;;7;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>25 cm</dd><dt>Średnica</dt><dd>46 cm</dd><dt>Moc</dt><dd>max 60W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>Bardzo klasyczna lampa loftowa nawiązująca do starych lamp ubiegłego wieku.</p><p>Pomalowana w dowolnie wybrany kolor z palety RAL. Prosimy o wpisanie wybranego koloru w komentarzu do zamówienia.</p><p>W zestawie nie ma żarówki - zapraszamy do działu żarówki dekoracyjne aby wybrać pożądany model.</p><p>Mamy w ofercie również inne lampy loftowe!</p>;;Meta title-111;Meta keywords-111;Meta description-111;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://cdn3.bylight.waynet.pl/233-large_default/lampa-loft-l2-white.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
112;1;Lampa Loft D14;Lampy wiszace;154.39;1;;0;;;;;;;;;;;;;;;;;;;88;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>6,2 cm</dd><dt>Średnica</dt><dd>5,6 cm</dd><dt>Moc</dt><dd>max 60W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>W zestawie znajduje się 1,5 m czarnego kabla. Możliwość szeregowego łączenia lamp. Lampa podwieszana na łańcuchu (1,5 m w zestawie).</p><p>Zapraszamy do sekcji z żarówkami, gdzie można wybrać żarówkę idealnie pasującą do tej lampy. Żarówki nie ma w zestawie. </p><p>Czas realizacji - 15 dni roboczych.</p><p>Sprawdź też inne lampy loftowe w naszej ofercie.</p>;;Meta title-112;Meta keywords-112;Meta description-112;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://cdn3.bylight.waynet.pl/240-large_default/lampa-loft-t14.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
113;1;Lampa Loft T13;Lampy wiszace;340.65;1;;0;;;;;;;;;;;;;;;;;;;81;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>6,2</dd><dt>Średnica</dt><dd>26,5 cm</dd><dt>Ilość żył</dt><dd>2 x 0,75 mm2</dd><dt>Moc</dt><dd>Max 60W</dd><dt>Gwint</dt><dd>E27</dd></dl>;<p>Emaliowana Lampa loftowa T13</p><p>Klosz emaliowany wewnątrz na biało. W zestawie znajduje się 1,5 m czarnego kabla. Możliwość szeregowego łączenia lamp. Lampa podwieszana na łańcuchu (1,5 m w zestawie)</p><p>Zapraszamy do sekcji z żarówkami, gdzie można wybrać żarówkę idealnie pasującą do tej lampy.  Żarówki nie ma w zestawie. </p><p>Czas realizacji około 10 dni roboczych.</p><p>Sprawdź również inne lampy loftowe w naszej ofercie!</p>;;Meta title-113;Meta keywords-113;Meta description-113;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://cdn3.bylight.waynet.pl/237-large_default/lampa-loft-t13.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
114;1;Lampa Loft T16;Lampy wiszace;340.65;1;;0;;;;;;;;;;;;;;;;;;;33;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>7 cm</dd><dt>Średnica</dt><dd>30 cm</dd><dt>Moc</dt><dd>max 60W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>Czarna lampa loftowa T16</p><p>Malowana na biało w środku lampa stalowa. W zestawie 1,5 m kabla czarnego oraz czarna podsufitka. Podwieszana na łańcuchu (w zestawie 1,5 m).</p><p>Zapraszamy do sekcji z żarówkami, gdzie można wybrać żarówkę idealnie pasującą do tej lampy.  Żarówki nie ma w zestawie. </p><p>Czas realizacji 10 dni roboczych.</p><p>Sprawdź też inne lampy loftowe z naszej oferty!</p>;;Meta title-114;Meta keywords-114;Meta description-114;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://bylight.waynet.pl/242-large_default/lampa-loft-t16.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
115;1;Lampa Loft T17;Lampy wiszace;730.89;1;;0;;;;;;;;;;;;;;;;;;;47;1;1;1;both;;;;<dl><dt>Waga</dt><dd>1,5 kg</dd><dt>Średnica</dt><dd>26 cm</dd><dt>Moc</dt><dd>max 60W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>Czarna lampa loftowa T17</p><p>Malowana na biało w środku lampa z  reflektorem aluminiowym. W zestawie 1,5 m kabla czarnego oraz czarna podsufitka. Podwieszana na łańcuchu (w zestawie 1,5 m).</p><p>Zapraszamy do sekcji z żarówkami, gdzie można wybrać żarówkę idealnie pasującą do tej lampy. Żarówki nie ma w zestawie. </p><p>Czas realizacji - 6 do 8 tygodni.</p><p>Mamy szeroki asortyment - sprawdź też inne nasze lampy loftowe!</p>;;Meta title-115;Meta keywords-115;Meta description-115;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://bylight.waynet.pl/243-large_default/lampa-loft-t17.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
116;1;Lampa Loft T18;Lampy wiszace;836.59;1;;0;;;;;;;;;;;;;;;;;;;13;1;1;1;both;;;;<dl><dt>Waga</dt><dd>1,85 kg</dd><dt>Średnica</dt><dd>27 cm</dd><dt>Moc</dt><dd>max 100W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>Czarna lampa loftowa T18</p><p>Malowana na biało w środku lampa z porcelanowymi detalami. W zestawie 1,5 m kabla biało-czarnego oraz czarna podsufitka. Podwieszana na łańcuchu (w zestawie 1,5 m).</p><p>Zapraszamy do sekcji z żarówkami, gdzie można wybrać żarówkę idealnie pasującą do tej lampy. </p><p>Żarówki nie ma w zestawie.</p><p>Sprawdź również inne nasze lampy loftowe!</p>;;Meta title-116;Meta keywords-116;Meta description-116;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://bylight.waynet.pl/244-large_default/lampa-loft-t18.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
117;1;Lampa Loft T19;Lampy wiszace;275.61;1;;0;;;;;;;;;;;;;;;;;;;50;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>6,5 cm</dd><dt>Średnica</dt><dd>11,5 cm</dd><dt>Długość kabla</dt><dd>1,5 m</dd><dt>Moc</dt><dd>max 60W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>Porcelanowa lampa i piękne detale. Zapraszamy do sekcji z żarówkami, gdzie można wybrać żarówkę idealnie pasującą do tej lampy.  Żarówki nie ma w zestawie. </p><p>Czas realizacji - 15 dni roboczych</p><p>Sprawdź też inne lampy loftowe w naszej ofercie!</p>;;Meta title-117;Meta keywords-117;Meta description-117;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://bylight.waynet.pl/251-large_default/lampa-loft-t19.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
118;1;Lampa Loft T08;Lampy wiszace;227.56;1;;0;;;;;;;;;;;;;;;;;;;15;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>27 cm</dd><dt>Średnica</dt><dd>10 cm</dd><dt>Moc</dt><dd>max 60 W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>Szklana lampa loftowa T08.</p><p>Klosz szklany, oprawa z tworzywa sztucznego. W zestawie znajduje się  czarna podsufitka ceramiczna oraz 1,5 m czarnego kabla.</p><p>Zapraszamy do sekcji z żarówkami, gdzie można wybrać żarówkę idealnie pasującą do tej lampy.  Żarówki nie ma w zestawie. </p><p>Mamy też w ofercie inne lampy loftowe!</p>;;Meta title-118;Meta keywords-118;Meta description-118;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://cdn3.bylight.waynet.pl/253-large_default/lampa-loft-t08.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
119;1;Lampa Loft T09;Lampy wiszace;227.56;1;;0;;;;;;;;;;;;;;;;;;;17;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>23,5 cm</dd><dt>Średnica</dt><dd>14,5 cm</dd><dt>Moc</dt><dd>max 60W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>Szklana lampa loftowa T09</p><p>Klosz szklany, oprawa z tworzywa sztucznego. W zestawie znajduje się  czarna podsufitka ceramiczna oraz 1,5 m czarnego kabla.  </p><p>Zapraszamy do sekcji z żarówkami, gdzie można wybrać żarówkę idealnie pasującą do tej lampy.  Żarówki nie ma w zestawie.</p><p>Sprawdź też inne lampy loftowe!</p>;;Meta title-119;Meta keywords-119;Meta description-119;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://cdn2.bylight.waynet.pl/257-large_default/lampa-loft-t09.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
120;1;Lampa Loft T10;Lampy wiszace;227.56;1;;0;;;;;;;;;;;;;;;;;;;6;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>23 cm</dd><dt>Średnica</dt><dd>14,5 cm</dd><dt>Moc</dt><dd>max 60W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>Szklana lampa loftowa T10</p><p>Klosz szklany, oprawa z tworzywa sztucznego. W zestawie znajduje się czarna podsufitka ceramiczna oraz 1,5 m czarnego kabla.</p><p>Zapraszamy do sekcji z żarówkami, gdzie można wybrać żarówkę idealnie pasującą do tej lampy. Żarówki nie ma w zestawie. </p><p>Zobacz również inne lampy loftowe z naszej oferty!</p><p></p>;;Meta title-120;Meta keywords-120;Meta description-120;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://cdn2.bylight.waynet.pl/261-large_default/lampa-loft-t10.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
121;1;Lampa Loft T11;Lampy wiszace;227.56;1;;0;;;;;;;;;;;;;;;;;;;36;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>23 cm</dd><dt>Średnica</dt><dd>11,5 cm</dd><dt>Moc</dt><dd>max 60W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>Szklana lampa loftowa T11</p><p>Klosz szklany, oprawa z tworzywa sztucznego. W zestawie znajduje się czarna podsufitka ceramiczna, oraz 1,5 m czarnego kabla.</p><p>Zapraszamy do sekcji z żarówkami, gdzie można wybrać żarówkę idealnie pasującą do tej lampy. Żarówki nie ma w zestawie. </p><p>Zapoznaj się z całą naszą ofertą - mamy też inne lampy loftowe!</p>;;Meta title-121;Meta keywords-121;Meta description-121;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://cdn2.bylight.waynet.pl/265-large_default/lampa-loft-t11.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
122;1;Lampa Loft T12;Lampy wiszace;227.56;1;;0;;;;;;;;;;;;;;;;;;;69;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>24 cm</dd><dt>Średnica</dt><dd>16 cm</dd><dt>Długość kabla</dt><dd>1,5 m</dd><dt>Moc</dt><dd>max 60W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>Szklana lampa loftowa T12</p><p>Klosz szklany, oprawa z tworzywa sztucznego. W zestawie znajduje się czarna podsufitka ceramiczna, oraz 1,5 m czarnego kabla.</p><p>Zapraszamy do sekcji z żarówkami, gdzie można wybrać żarówkę idealnie pasującą do tej lampy. Żarówki nie ma w zestawie. </p><p>Sprawdź też pozostałe lampy loftowe z naszej oferty!</p><p></p>;;Meta title-122;Meta keywords-122;Meta description-122;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://cdn2.bylight.waynet.pl/269-large_default/lampa-loft-t12.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
123;1;Lampa Loft T15;Lampy wiszace;763.41;1;;0;;;;;;;;;;;;;;;;;;;31;1;1;1;both;;;;<dl><dt>Średnica</dt><dd>30 cm</dd><dt>Długość kabla</dt><dd>1,5 m</dd><dt>Moc</dt><dd>max 100 W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>Czarna lampa loftowa T15</p><p>Malowana na biało w środku lampa stalowa. W zestawie 1,5 m kabla czarnego oraz czarna podsufitka.</p><p>Zapraszamy do sekcji z żarówkami, gdzie można wybrać żarówkę idealnie pasującą do tej lampy. Żarówki nie ma w zestawie. </p><p>Czas realizacji około 6-8 tygodni.</p><p></p><p></p>;;Meta title-123;Meta keywords-123;Meta description-123;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://bylight.waynet.pl/273-large_default/lampa-loft-t15.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
124;1;Lampa Loft T01;Lampy wiszace;715.37;1;;0;;;;;;;;;;;;;;;;;;;29;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>20</dd><dt>Średnica</dt><dd>30 cm</dd><dt>Długość kabla</dt><dd>1,5 m</dd><dt>Moc</dt><dd>Max 60W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>Czarna lampa loftowa T01</p><p>Klosz stalowy, malowany wewnątrz na biało. W zestawie znajduje się czarna stalowa podsufitka oraz 1,5 m czarno-białego kabla.</p><p>Zapraszamy do sekcji z żarówkami, gdzie można wybrać żarówkę idealnie pasującą do tej lampy. Żarówki nie ma w zestawie. </p><p>Czas realizacji około 10 dni roboczych.</p><p>Zobacz też inne lampy loftowe w naszym asortymencie!</p>;;Meta title-124;Meta keywords-124;Meta description-124;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://cdn3.bylight.waynet.pl/4636-large_default/lampa-loft-t01b.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
125;1;Lampa Loft T02;Lampy wiszace;755.28;1;;0;;;;;;;;;;;;;;;;;;;76;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>23 cm</dd><dt>Waga</dt><dd>1,4 kg</dd><dt>Średnica</dt><dd>35 cm</dd><dt>Długość kabla</dt><dd>1,5 m</dd><dt>Moc</dt><dd>max 100W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>Biała lampa loftowa T02</p><p>Klosz stalowy, malowany wewnątrz na biało. W zestawie znajduje się czarna stalowa podsufitka oraz 1,5 m czarno-białego kabla.</p><p>Zapraszamy do sekcji z żarówkami, gdzie można wybrać żarówkę idealnie pasującą do tej lampy. Żarówki nie ma w zestawie. </p><p>Czas realizacji około 10 dni roboczych.</p><p>Mamy też inne lampy loftowe w naszej ofercie!</p>;;Meta title-125;Meta keywords-125;Meta description-125;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://cdn2.bylight.waynet.pl/4639-large_default/lampa-loft-t02w.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
126;1;Lampa Loft T04;Lampy wiszace;617.8;1;;0;;;;;;;;;;;;;;;;;;;0;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>24 cm</dd><dt>Średnica</dt><dd>25 cm</dd><dt>Długość kabla</dt><dd>1,5 m</dd><dt>Moc</dt><dd>max 100 W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>Czarna lampa lofotowa T04</p><p>Klosz stalowy, malowany wewnątrz na biało. W zestawie znajduje się czarna stalowa podsufitka oraz 1,5 m czarno-białego kabla.</p><p>Zapraszamy do sekcji z żarówkami, gdzie można wybrać żarówkę idealnie pasującą do tej lampy. Żarówki nie ma w zestawie. </p><p>Czas realizacji około 10 dni roboczych.</p><p>Zobacz też wszystkie lampy loftowe w naszym sklepie!</p>;;Meta title-126;Meta keywords-126;Meta description-126;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://bylight.waynet.pl/4644-large_default/lampa-loft-t04b.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
127;1;Lampa Loft T05;Lampy wiszace;665.85;1;;0;;;;;;;;;;;;;;;;;;;34;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>18 cm</dd><dt>Średnica</dt><dd>17 cm</dd><dt>Długość kabla</dt><dd>1,5 m</dd><dt>Moc</dt><dd>max 100W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>Szara lampa loftowa T05</p><p>Klosz stalowy, malowany wewnątrz na biało. W zestawie znajduje się czarna stalowa podsufitka oraz 1,5 m czarno-białego kabla.</p><p>Zapraszamy do sekcji z żarówkami, gdzie można wybrać żarówkę idealnie pasującą do tej lampy. Żarówki nie ma w zestawie. </p><p>Czas realizacji około 10 dni roboczych.</p><p>Zobacz inne lampy loftowe w naszym sklepie!</p><p></p>;;Meta title-127;Meta keywords-127;Meta description-127;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://bylight.waynet.pl/4645-large_default/lampa-loft-t05g.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
128;1;Lampa Loft T07;Lampy wiszace;438.94;1;;0;;;;;;;;;;;;;;;;;;;83;1;1;1;both;;;;<dl><dt>Wysokość</dt><dd>10 cm</dd><dt>Średnica</dt><dd>25 cm</dd><dt>Długość kabla</dt><dd>1,5 m</dd><dt>Moc</dt><dd>max 100W</dd><dt>Gwint</dt><dd>E27 - standardowy</dd></dl>;<p>Czarna lampa loftowa T07</p><p>Klosz stalowy, malowany wewnątrz na biało. W zestawie znajduje się czarna stalowa podsufitka oraz 1,5 m czarno-białego kabla.</p><p>Zapraszamy do sekcji z żarówkami, gdzie można wybrać żarówkę idealnie pasującą do tej lampy. Żarówki nie ma w zestawie. </p><p>Czas realizacji to około 10 dni roboczych.</p><p>Zobacz też inne lampy loftowe w naszym sklepie!</p>;;Meta title-128;Meta keywords-128;Meta description-128;;Dostępny;Niedostępny;1;;2021-01-01 10:10:10;1;https://bylight.waynet.pl/4653-large_default/lampa-loft-t07b.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
